,Y-stress
Time,Sh-3000,Sh-5525,
    0.0000000000e+00,    0.0000000000e+00,    0.0000000000e+00,
    9.1173802502e-04,    0.0000000000e+00,    0.0000000000e+00,
    1.9146499690e-03,    0.0000000000e+00,    0.0000000000e+00,
    2.9175600503e-03,    0.0000000000e+00,    0.0000000000e+00,
    3.9204698987e-03,    0.0000000000e+00,    0.0000000000e+00,
    4.9233799800e-03,    0.0000000000e+00,    0.0000000000e+00,
    5.9262900613e-03,    0.0000000000e+00,    0.0000000000e+00,
    6.9292099215e-03,    0.0000000000e+00,    0.0000000000e+00,
    7.9321200028e-03,    0.0000000000e+00,    0.0000000000e+00,
    8.9350296184e-03,    0.0000000000e+00,    0.0000000000e+00,
    9.9379401654e-03,    0.0000000000e+00,    0.0000000000e+00,
    1.0940900072e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.1943800375e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.2946699746e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.3949600048e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.4952500351e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.5955399722e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.6958300024e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.7961200327e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.8964100629e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.9967099652e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.0969999954e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.1972900257e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.2975800559e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.3978700861e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.4981599301e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.5984499604e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.6987399906e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.7990300208e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.8993299231e-02,    0.0000000000e+00,    0.0000000000e+00,
    2.9996199533e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.0999099836e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.1910799444e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.2913699746e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.3916600049e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.4919600934e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.5922501236e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.6925401539e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.7928301841e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.8931198418e-02,    0.0000000000e+00,    0.0000000000e+00,
    3.9934098721e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.0936999023e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.1939899325e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.2942799628e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.3945800513e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.4948700815e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.5951601118e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.6954501420e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.7957401723e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.8960298300e-02,    0.0000000000e+00,    0.0000000000e+00,
    4.9963198602e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.0966098905e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.1968999207e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.2972000092e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.3974900395e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.4977800697e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.5980700999e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.6983601302e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.7986501604e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.8989398181e-02,    0.0000000000e+00,    0.0000000000e+00,
    5.9992298484e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.0995198786e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.1998199672e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.2909901142e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.3912801445e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.4915701747e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.5918602049e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.6921502352e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.7924499512e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.8927399814e-02,    0.0000000000e+00,    0.0000000000e+00,
    6.9930300117e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.0933200419e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.1936100721e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.2939001024e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.3941901326e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.4944801629e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.5947701931e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.6950699091e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.7953599393e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.8956499696e-02,    0.0000000000e+00,    0.0000000000e+00,
    7.9959399998e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.0962300301e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.1965200603e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.2968100905e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.3971001208e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.4973901510e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.5976898670e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.6979798973e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.7982699275e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.8985599577e-02,    0.0000000000e+00,    0.0000000000e+00,
    8.9988499880e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.0991400182e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.1994300485e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.2997200787e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.3909002841e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.4911903143e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.5914803445e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.6917696297e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.7920596600e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.8923496902e-02,    0.0000000000e+00,    0.0000000000e+00,
    9.9926397204e-02,    0.0000000000e+00,    0.0000000000e+00,
    1.0092899948e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0193199664e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0293500125e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0393799841e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0494100302e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0594400018e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0694699734e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0795000196e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0895299911e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.0995599627e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1095800251e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1196099967e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1296399683e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1396700144e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1496999860e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1597300321e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1697600037e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1797899753e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1898200214e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.1998499930e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2098799646e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2199000269e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2299299985e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2399599701e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2499900162e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2591099739e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2691399455e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2791700661e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2892000377e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.2992300093e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3092599809e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3192799687e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3293099403e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3393400609e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3493700325e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3594000041e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3694299757e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3794599473e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3894900680e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.3995200396e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4095500112e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4195799828e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4295999706e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4396299422e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4496600628e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4596900344e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4697200060e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4797499776e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4897799492e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.4998100698e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5098400414e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5198700130e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5298999846e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5399199724e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5499499440e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5599800646e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5691000223e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5791299939e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5891599655e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.5991899371e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6092200577e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6192500293e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6292800009e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6392999887e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6493299603e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6593599319e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6693900526e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6794200242e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6894499958e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.6994799674e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7095099390e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7195400596e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7295700312e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7396000028e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7496199906e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7596499622e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7696799338e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7797100544e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7897400260e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.7997699976e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8097999692e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8198299408e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8298600614e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8398900330e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8499200046e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8599399924e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8699699640e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8790900707e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8891200423e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.8991500139e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9091799855e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9192099571e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9292399287e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9392700493e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9493000209e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9593200088e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9693499804e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9793799520e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9894100726e-01,    0.0000000000e+00,    0.0000000000e+00,
    1.9994400442e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0094700158e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0194999874e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0295299590e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0395599306e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0495900512e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0596200228e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0696400106e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0796699822e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0896999538e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.0997300744e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1097600460e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1197900176e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1298199892e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1398499608e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1498799324e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1599100530e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1699400246e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1799600124e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1899899840e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.1991099417e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2091400623e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2191700339e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2292000055e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2392299771e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2492599487e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2592900693e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2693100572e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2793400288e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2893700004e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.2993999720e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3094299436e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3194600642e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3294900358e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3395200074e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3495499790e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3595799506e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3696100712e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3796400428e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3896600306e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.3996900022e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4097199738e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4197499454e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4297800660e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4398100376e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4498400092e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4598699808e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4698999524e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4799300730e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4899600446e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.4999800324e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5091001391e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5191301107e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5291600823e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5391900539e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5492200255e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5592499971e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5692799687e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5793099403e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5893300772e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.5993600488e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6093900204e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6194199920e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6294499636e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6394799352e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6495099068e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6595398784e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6695701480e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6796001196e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6896300912e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.6996600628e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7096799016e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7197098732e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7297401428e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7397701144e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7498000860e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7598300576e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7698600292e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7798900008e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7899199724e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.7999499440e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8099799156e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8190898895e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8291198611e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8391501307e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8491801023e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8592100739e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8692400455e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8792700171e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8892999887e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.8993299603e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9093500972e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9193800688e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9294100404e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9394400120e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9494699836e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9594999552e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9695299268e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9795598984e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9895898700e-01,    0.0000000000e+00,    0.0000000000e+00,
    2.9996201396e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0096501112e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0196800828e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0296999216e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0397298932e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0497598648e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0597901344e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0698201060e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0798500776e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0898800492e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.0999100208e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1099399924e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1199699640e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1299999356e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1391099095e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1491398811e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1591698527e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1692001224e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1792300940e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1892600656e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.1992900372e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2093200088e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2193499804e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2293701172e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2394000888e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2494300604e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2594600320e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2694900036e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2795199752e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2895499468e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.2995799184e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.3096098900e-01,    0.0000000000e+00,    0.0000000000e+00,
    3.3196398616e-01,    0.0000000000e+00,    0.0000000000e+00,
